tenant,platform,txn_type,txn_id,line_id,date,vendor,account,project,cost_code,tax_code,amount,currency,is_tax,is_void,memo
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10050,B-10050-L1,2025-05-25,Precision Carpentry,Subcontractors,PRJ-001,06-10-00,,9472.00,AUD,0,0,Carpentry package — Westhaven Warehouse Extension — May 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10050,B-10050-L2,2025-05-25,Precision Carpentry,Materials,,,,286.26,AUD,0,0,Freight and handling
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10050,B-10050-L3,2025-05-25,Precision Carpentry,GST Payable,,,GST,975.83,AUD,1,0,GST on B-10050
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10054,B-10054-L1,2025-05-28,CivilWorks Earthmoving,Plant Hire,PRJ-001,31-23-00,,13719.60,AUD,0,0,Earthworks and plant — Westhaven Warehouse Extension — May 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10054,B-10054-L2,2025-05-28,CivilWorks Earthmoving,GST Payable,,,GST,1371.96,AUD,1,0,GST on B-10054
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250528,PAY-20250528-L1,2025-05-28,Summit Ridge Payroll,Wages,PRJ-001,01-50-00,,5501.16,AUD,0,0,Site payroll allocation — fortnight ending 2025-05-28
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250528,PAY-20250528-L2,2025-05-28,Summit Ridge Payroll,Wages,PRJ-002,01-50-00,,11224.84,AUD,0,0,Site payroll allocation — fortnight ending 2025-05-28
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250528,PAY-20250528-L3,2025-05-28,Summit Ridge Payroll,Wages,,,,12455.24,AUD,0,0,Head office payroll — fortnight ending 2025-05-28
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10059,B-10059-L1,2025-05-29,Axis Interiors,Subcontractors,PRJ-002,09-21-00,,14024.44,AUD,0,0,Partitions and linings — Meridian Medical Centre Fitout — May 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10059,B-10059-L2,2025-05-29,Axis Interiors,GST Payable,,,GST,1402.44,AUD,1,0,GST on B-10059
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10091,B-10091-L1,2025-06-06,Precision Carpentry,Subcontractors,PRJ-003,06-10-00,,7950.77,AUD,0,0,Carpentry package — Ashgrove Apartment Refurbishment — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10091,B-10091-L2,2025-06-06,Precision Carpentry,GST Payable,,,GST,795.08,AUD,1,0,GST on B-10091
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10077,B-10077-L1,2025-06-07,Climate Mechanical,Subcontractors,PRJ-001,23-00-00,,11840.00,AUD,0,0,Mechanical services — Westhaven Warehouse Extension — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10077,B-10077-L2,2025-06-07,Climate Mechanical,GST Payable,,,GST,1184.00,AUD,1,0,GST on B-10077
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10070,B-10070-L1,2025-06-08,Site Establishment,Preliminaries,PRJ-001,01-50-00,,13379.20,AUD,0,0,Site Services — Westhaven Warehouse Extension — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10070,B-10070-L2,2025-06-08,Site Establishment,GST Payable,,,GST,1337.92,AUD,1,0,GST on B-10070
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10071,B-10071-L1,2025-06-08,DemoSafe Services,Demolition,PRJ-001,02-41-00,,8080.80,AUD,0,0,Demolition works — Westhaven Warehouse Extension — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10071,B-10071-L2,2025-06-08,DemoSafe Services,GST Payable,,,GST,808.08,AUD,1,0,GST on B-10071
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10082,B-10082-L1,2025-06-08,Boral Concrete,Materials,PRJ-002,03-30-00,,13745.45,AUD,0,0,Concrete supply — Meridian Medical Centre Fitout — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10082,B-10082-L2,2025-06-08,Boral Concrete,GST Payable,,,GST,1374.55,AUD,1,0,GST on B-10082
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10099,B-10099-L1,2025-06-08,FleetFuel Australia,Vehicle Expenses,,,,2787.63,AUD,0,0,Fleet fuel — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10099,B-10099-L2,2025-06-08,FleetFuel Australia,GST Payable,,,GST,278.76,AUD,1,0,GST on B-10099
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10094,B-10094-L1,2025-06-10,VoltEdge Electrical,Subcontractors,PRJ-003,26-00-00,,11957.54,AUD,0,0,Electrical services — Ashgrove Apartment Refurbishment — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10094,B-10094-L2,2025-06-10,VoltEdge Electrical,GST Payable,,,GST,1195.75,AUD,1,0,GST on B-10094
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10076,B-10076-L1,2025-06-11,Flowline Plumbing,Subcontractors,PRJ-001,22-00-00,,12668.80,AUD,0,0,Hydraulic services — Westhaven Warehouse Extension — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10076,B-10076-L2,2025-06-11,Flowline Plumbing,GST Payable,,,GST,1266.88,AUD,1,0,GST on B-10076
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10090,B-10090-L1,2025-06-12,SteelFab Australia,Materials,PRJ-003,05-12-00,,17000.00,AUD,0,0,Structural steel — Ashgrove Apartment Refurbishment — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10090,B-10090-L2,2025-06-12,SteelFab Australia,GST Payable,,,GST,1700.00,AUD,1,0,GST on B-10090
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10093,B-10093-L1,2025-06-12,Climate Mechanical,Subcontractors,PRJ-003,23-00-00,,7616.00,AUD,0,0,Mechanical services — Ashgrove Apartment Refurbishment — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10093,B-10093-L2,2025-06-12,Climate Mechanical,GST Payable,,,GST,761.60,AUD,1,0,GST on B-10093
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10088,B-10088-L1,2025-06-13,DemoSafe Services,Demolition,PRJ-003,02-41-00,,7971.69,AUD,0,0,Demolition works — Ashgrove Apartment Refurbishment — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10088,B-10088-L2,2025-06-13,DemoSafe Services,GST Payable,,,GST,797.17,AUD,1,0,GST on B-10088
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250614,PAY-20250614-L1,2025-06-14,Summit Ridge Payroll,Wages,PRJ-001,01-50-00,,6349.97,AUD,0,0,Site payroll allocation — fortnight ending 2025-06-14
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250614,PAY-20250614-L2,2025-06-14,Summit Ridge Payroll,Wages,PRJ-002,01-50-00,,7271.73,AUD,0,0,Site payroll allocation — fortnight ending 2025-06-14
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250614,PAY-20250614-L3,2025-06-14,Summit Ridge Payroll,Wages,PRJ-003,01-50-00,,7727.29,AUD,0,0,Site payroll allocation — fortnight ending 2025-06-14
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250614,PAY-20250614-L4,2025-06-14,Summit Ridge Payroll,Wages,,,,14063.24,AUD,0,0,Head office payroll — fortnight ending 2025-06-14
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10085,B-10085-L1,2025-06-16,Flowline Plumbing,Subcontractors,PRJ-002,22-00-00,,8797.09,AUD,0,0,Hydraulic services — Meridian Medical Centre Fitout — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10085,B-10085-L2,2025-06-16,Flowline Plumbing,Materials,,,,171.24,AUD,0,0,Freight and handling
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10085,B-10085-L3,2025-06-16,Flowline Plumbing,GST Payable,,,GST,896.83,AUD,1,0,GST on B-10085
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10074,B-10074-L1,2025-06-17,Precision Carpentry,Subcontractors,PRJ-001,06-10-00,,13616.00,AUD,0,0,Carpentry package — Westhaven Warehouse Extension — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10074,B-10074-L2,2025-06-17,Precision Carpentry,GST Payable,,,GST,1361.60,AUD,1,0,GST on B-10074
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10080,B-10080-L1,2025-06-17,Site Establishment,Preliminaries,PRJ-002,01-50-00,,14111.19,AUD,0,0,Site Services — Meridian Medical Centre Fitout — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10080,B-10080-L2,2025-06-17,Site Establishment,GST Payable,,,GST,1411.12,AUD,1,0,GST on B-10080
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10087,B-10087-L1,2025-06-18,CivilWorks Earthmoving,Plant Hire,PRJ-002,31-23-00,,11362.91,AUD,0,0,Earthworks and plant — Meridian Medical Centre Fitout — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10087,B-10087-L2,2025-06-18,CivilWorks Earthmoving,GST Payable,,,GST,1136.29,AUD,1,0,GST on B-10087
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10097,B-10097-L1,2025-06-18,OfficeWorks,Office Overhead,,,,3342.17,AUD,0,0,Software and stationery — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10097,B-10097-L2,2025-06-18,OfficeWorks,GST Payable,,,GST,334.22,AUD,1,0,GST on B-10097
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10072,B-10072-L1,2025-06-19,Boral Concrete,Materials,PRJ-001,03-30-00,,19536.00,AUD,0,0,Concrete supply — Westhaven Warehouse Extension — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10072,B-10072-L2,2025-06-19,Boral Concrete,GST Payable,,,GST,1953.60,AUD,1,0,GST on B-10072
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10098,B-10098-L1,2025-06-20,SecureSure Insurance,Insurance,,,,1362.07,AUD,0,0,Insurance premium — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10098,B-10098-L2,2025-06-20,SecureSure Insurance,GST Payable,,,GST,136.21,AUD,1,0,GST on B-10098
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10078,B-10078-L1,2025-06-22,VoltEdge Electrical,Subcontractors,PRJ-001,26-00-00,,16383.60,AUD,0,0,Electrical services — Westhaven Warehouse Extension — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10078,B-10078-L2,2025-06-22,VoltEdge Electrical,GST Payable,,,GST,1638.36,AUD,1,0,GST on B-10078
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10083,B-10083-L1,2025-06-23,SteelFab Australia,Materials,PRJ-002,05-12-00,,11383.27,AUD,0,0,Structural steel — Meridian Medical Centre Fitout — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10083,B-10083-L2,2025-06-23,SteelFab Australia,GST Payable,,,GST,1138.33,AUD,1,0,GST on B-10083
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10089,B-10089-L1,2025-06-23,Boral Concrete,Materials,PRJ-003,03-30-00,,14123.08,AUD,0,0,Concrete supply — Ashgrove Apartment Refurbishment — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10089,B-10089-L2,2025-06-23,Boral Concrete,GST Payable,,,GST,1412.31,AUD,1,0,GST on B-10089
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10075,B-10075-L1,2025-06-24,Axis Interiors,Subcontractors,PRJ-001,09-21-00,,16724.00,AUD,0,0,Partitions and linings — Westhaven Warehouse Extension — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10075,B-10075-L2,2025-06-24,Axis Interiors,GST Payable,,,GST,1672.40,AUD,1,0,GST on B-10075
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10081,B-10081-L1,2025-06-25,DemoSafe Services,Demolition,PRJ-002,02-41-00,,7208.73,AUD,0,0,Demolition works — Meridian Medical Centre Fitout — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10081,B-10081-L2,2025-06-25,DemoSafe Services,GST Payable,,,GST,720.87,AUD,1,0,GST on B-10081
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10084,B-10084-L1,2025-06-25,Axis Interiors,Subcontractors,PRJ-002,09-21-00,,18072.73,AUD,0,0,Partitions and linings — Meridian Medical Centre Fitout — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10084,B-10084-L2,2025-06-25,Axis Interiors,Materials,,,,241.10,AUD,0,0,Freight and handling
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10084,B-10084-L3,2025-06-25,Axis Interiors,GST Payable,,,GST,1831.38,AUD,1,0,GST on B-10084
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10086,B-10086-L1,2025-06-25,VoltEdge Electrical,Subcontractors,PRJ-002,26-00-00,,6689.45,AUD,0,0,Electrical services — Meridian Medical Centre Fitout — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10086,B-10086-L2,2025-06-25,VoltEdge Electrical,GST Payable,,,GST,668.95,AUD,1,0,GST on B-10086
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10092,B-10092-L1,2025-06-26,PrimeCo Painting,Subcontractors,PRJ-003,09-90-00,,6465.23,AUD,0,0,Painting package — Ashgrove Apartment Refurbishment — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10092,B-10092-L2,2025-06-26,PrimeCo Painting,GST Payable,,,GST,646.52,AUD,1,0,GST on B-10092
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10079,B-10079-L1,2025-06-28,CivilWorks Earthmoving,Plant Hire,PRJ-001,31-23-00,,13586.40,AUD,0,0,Earthworks and plant — Westhaven Warehouse Extension — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10079,B-10079-L2,2025-06-28,CivilWorks Earthmoving,GST Payable,,,GST,1358.64,AUD,1,0,GST on B-10079
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250628,PAY-20250628-L1,2025-06-28,Summit Ridge Payroll,Wages,PRJ-001,01-50-00,,8298.88,AUD,0,0,Site payroll allocation — fortnight ending 2025-06-28
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250628,PAY-20250628-L2,2025-06-28,Summit Ridge Payroll,Wages,PRJ-002,01-50-00,,7281.97,AUD,0,0,Site payroll allocation — fortnight ending 2025-06-28
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250628,PAY-20250628-L3,2025-06-28,Summit Ridge Payroll,Wages,PRJ-003,01-50-00,,9418.79,AUD,0,0,Site payroll allocation — fortnight ending 2025-06-28
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250628,PAY-20250628-L4,2025-06-28,Summit Ridge Payroll,Wages,,,,11975.44,AUD,0,0,Head office payroll — fortnight ending 2025-06-28
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10073,B-10073-L1,2025-06-29,SteelFab Australia,Materials,PRJ-001,05-12-00,,15007.20,AUD,0,0,Structural steel — Westhaven Warehouse Extension — Jun 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10073,B-10073-L2,2025-06-29,SteelFab Australia,GST Payable,,,GST,1500.72,AUD,1,0,GST on B-10073
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10107,B-10107-L1,2025-07-04,Precision Carpentry,Subcontractors,PRJ-002,06-10-00,,7412.36,AUD,0,0,Carpentry package — Meridian Medical Centre Fitout — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10107,B-10107-L2,2025-07-04,Precision Carpentry,GST Payable,,,GST,741.24,AUD,1,0,GST on B-10107
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10117,B-10117-L1,2025-07-04,Axis Interiors,Subcontractors,PRJ-003,09-21-00,,9310.77,AUD,0,0,Partitions and linings — Ashgrove Apartment Refurbishment — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10117,B-10117-L2,2025-07-04,Axis Interiors,GST Payable,,,GST,931.08,AUD,1,0,GST on B-10117
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10121,B-10121-L1,2025-07-04,VoltEdge Electrical,Subcontractors,PRJ-003,26-00-00,,11863.38,AUD,0,0,Electrical services — Ashgrove Apartment Refurbishment — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10121,B-10121-L2,2025-07-04,VoltEdge Electrical,GST Payable,,,GST,1186.34,AUD,1,0,GST on B-10121
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10115,B-10115-L1,2025-07-05,SteelFab Australia,Materials,PRJ-003,05-12-00,,10200.00,AUD,0,0,Structural steel — Ashgrove Apartment Refurbishment — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10115,B-10115-L2,2025-07-05,SteelFab Australia,GST Payable,,,GST,1020.00,AUD,1,0,GST on B-10115
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10113,B-10113-L1,2025-07-06,Site Establishment,Preliminaries,PRJ-003,01-50-00,,10043.08,AUD,0,0,Site Services — Ashgrove Apartment Refurbishment — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10113,B-10113-L2,2025-07-06,Site Establishment,GST Payable,,,GST,1004.31,AUD,1,0,GST on B-10113
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10122,B-10122-L1,2025-07-06,CivilWorks Earthmoving,Plant Hire,PRJ-003,31-23-00,,12051.69,AUD,0,0,Earthworks and plant — Ashgrove Apartment Refurbishment — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10122,B-10122-L2,2025-07-06,CivilWorks Earthmoving,GST Payable,,,GST,1205.17,AUD,1,0,GST on B-10122
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10108,B-10108-L1,2025-07-07,Axis Interiors,Subcontractors,PRJ-002,09-21-00,,15614.84,AUD,0,0,Partitions and linings — Meridian Medical Centre Fitout — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10108,B-10108-L2,2025-07-07,Axis Interiors,GST Payable,,,GST,1561.48,AUD,1,0,GST on B-10108
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10109,B-10109-L1,2025-07-08,PrimeCo Painting,Subcontractors,PRJ-002,09-90-00,,6414.55,AUD,0,0,Painting package — Meridian Medical Centre Fitout — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10109,B-10109-L2,2025-07-08,PrimeCo Painting,GST Payable,,,GST,641.46,AUD,1,0,GST on B-10109
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10110,B-10110-L1,2025-07-09,Flowline Plumbing,Subcontractors,PRJ-002,22-00-00,,9041.45,AUD,0,0,Hydraulic services — Meridian Medical Centre Fitout — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10110,B-10110-L2,2025-07-09,Flowline Plumbing,GST Payable,,,GST,904.15,AUD,1,0,GST on B-10110
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10116,B-10116-L1,2025-07-12,Precision Carpentry,Subcontractors,PRJ-003,06-10-00,,7867.08,AUD,0,0,Carpentry package — Ashgrove Apartment Refurbishment — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10116,B-10116-L2,2025-07-12,Precision Carpentry,GST Payable,,,GST,786.71,AUD,1,0,GST on B-10116
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250714,PAY-20250714-L1,2025-07-14,Summit Ridge Payroll,Wages,PRJ-001,01-50-00,,6281.59,AUD,0,0,Site payroll allocation — fortnight ending 2025-07-14
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250714,PAY-20250714-L2,2025-07-14,Summit Ridge Payroll,Wages,PRJ-002,01-50-00,,14034.50,AUD,0,0,Site payroll allocation — fortnight ending 2025-07-14
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250714,PAY-20250714-L3,2025-07-14,Summit Ridge Payroll,Wages,PRJ-003,01-50-00,,5866.23,AUD,0,0,Site payroll allocation — fortnight ending 2025-07-14
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250714,PAY-20250714-L4,2025-07-14,Summit Ridge Payroll,Wages,,,,13240.58,AUD,0,0,Head office payroll — fortnight ending 2025-07-14
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10112,B-10112-L1,2025-07-15,VoltEdge Electrical,Subcontractors,PRJ-002,26-00-00,,9530.18,AUD,0,0,Electrical services — Meridian Medical Centre Fitout — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10112,B-10112-L2,2025-07-15,VoltEdge Electrical,GST Payable,,,GST,953.02,AUD,1,0,GST on B-10112
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10104,B-10104-L1,2025-07-17,VoltEdge Electrical,Subcontractors,PRJ-001,26-00-00,,12654.00,AUD,0,0,Electrical services — Westhaven Warehouse Extension — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10104,B-10104-L2,2025-07-17,VoltEdge Electrical,GST Payable,,,GST,1265.40,AUD,1,0,GST on B-10104
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10102,B-10102-L1,2025-07-18,Flowline Plumbing,Subcontractors,PRJ-001,22-00-00,,13024.00,AUD,0,0,Hydraulic services — Westhaven Warehouse Extension — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10102,B-10102-L2,2025-07-18,Flowline Plumbing,GST Payable,,,GST,1302.40,AUD,1,0,GST on B-10102
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10111,B-10111-L1,2025-07-18,Climate Mechanical,Subcontractors,PRJ-002,23-00-00,,9367.27,AUD,0,0,Mechanical services — Meridian Medical Centre Fitout — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10111,B-10111-L2,2025-07-18,Climate Mechanical,GST Payable,,,GST,936.73,AUD,1,0,GST on B-10111
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10125,B-10125-L1,2025-07-18,OfficeWorks,Office Overhead,,,,2724.34,AUD,0,0,Software and stationery — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10125,B-10125-L2,2025-07-18,OfficeWorks,GST Payable,,,GST,272.43,AUD,1,0,GST on B-10125
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10127,B-10127-L1,2025-07-19,FleetFuel Australia,Vehicle Expenses,,,,2203.16,AUD,0,0,Fleet fuel — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10127,B-10127-L2,2025-07-19,FleetFuel Australia,GST Payable,,,GST,220.32,AUD,1,0,GST on B-10127
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10101,B-10101-L1,2025-07-20,Boral Concrete,Materials,PRJ-001,03-30-00,,16650.00,AUD,0,0,Concrete supply — Westhaven Warehouse Extension — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10101,B-10101-L2,2025-07-20,Boral Concrete,GST Payable,,,GST,1665.00,AUD,1,0,GST on B-10101
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10105,B-10105-L1,2025-07-20,DemoSafe Services,Demolition,PRJ-002,02-41-00,,5742.55,AUD,0,0,Demolition works — Meridian Medical Centre Fitout — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10105,B-10105-L2,2025-07-20,DemoSafe Services,GST Payable,,,GST,574.26,AUD,1,0,GST on B-10105
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10126,B-10126-L1,2025-07-21,SecureSure Insurance,Insurance,,,,4889.86,AUD,0,0,Insurance premium — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10126,B-10126-L2,2025-07-21,SecureSure Insurance,GST Payable,,,GST,488.99,AUD,1,0,GST on B-10126
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10114,B-10114-L1,2025-07-22,Boral Concrete,Materials,PRJ-003,03-30-00,,14593.85,AUD,0,0,Concrete supply — Ashgrove Apartment Refurbishment — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10114,B-10114-L2,2025-07-22,Boral Concrete,GST Payable,,,GST,1459.39,AUD,1,0,GST on B-10114
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10106,B-10106-L1,2025-07-23,Boral Concrete,Materials,PRJ-002,03-30-00,,11301.82,AUD,0,0,Concrete supply — Meridian Medical Centre Fitout — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10106,B-10106-L2,2025-07-23,Boral Concrete,GST Payable,,,GST,1130.18,AUD,1,0,GST on B-10106
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10118,B-10118-L1,2025-07-23,PrimeCo Painting,Subcontractors,PRJ-003,09-90-00,,6276.92,AUD,0,0,Painting package — Ashgrove Apartment Refurbishment — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10118,B-10118-L2,2025-07-23,PrimeCo Painting,Materials,,,,270.43,AUD,0,0,Freight and handling
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10118,B-10118-L3,2025-07-23,PrimeCo Painting,GST Payable,,,GST,654.74,AUD,1,0,GST on B-10118
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10120,B-10120-L1,2025-07-23,Climate Mechanical,Subcontractors,PRJ-003,23-00-00,,8871.38,AUD,0,0,Mechanical services — Ashgrove Apartment Refurbishment — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10120,B-10120-L2,2025-07-23,Climate Mechanical,GST Payable,,,GST,887.14,AUD,1,0,GST on B-10120
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10103,B-10103-L1,2025-07-26,Climate Mechanical,Subcontractors,PRJ-001,23-00-00,,11721.60,AUD,0,0,Mechanical services — Westhaven Warehouse Extension — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10103,B-10103-L2,2025-07-26,Climate Mechanical,GST Payable,,,GST,1172.16,AUD,1,0,GST on B-10103
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10119,B-10119-L1,2025-07-27,Flowline Plumbing,Subcontractors,PRJ-003,22-00-00,,6779.08,AUD,0,0,Hydraulic services — Ashgrove Apartment Refurbishment — Jul 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10119,B-10119-L2,2025-07-27,Flowline Plumbing,GST Payable,,,GST,677.91,AUD,1,0,GST on B-10119
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250728,PAY-20250728-L1,2025-07-28,Summit Ridge Payroll,Wages,PRJ-001,01-50-00,,6364.73,AUD,0,0,Site payroll allocation — fortnight ending 2025-07-28
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250728,PAY-20250728-L2,2025-07-28,Summit Ridge Payroll,Wages,PRJ-002,01-50-00,,10077.60,AUD,0,0,Site payroll allocation — fortnight ending 2025-07-28
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250728,PAY-20250728-L3,2025-07-28,Summit Ridge Payroll,Wages,PRJ-003,01-50-00,,7697.38,AUD,0,0,Site payroll allocation — fortnight ending 2025-07-28
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250728,PAY-20250728-L4,2025-07-28,Summit Ridge Payroll,Wages,,,,11802.00,AUD,0,0,Head office payroll — fortnight ending 2025-07-28
